change_abs	change	chrpos	chromo	position	chr_len	chr_start	pos_cum	fdr	neg_log_10_fdr	p_value	test_statistic	era	allele_freq	allele_freq_bin_3	allele_freq_bin_5
0.113096	0.113096	NODE_1114_length_37276_cov_13.553299:32616	NODE_1114_length_37276_cov_13.553299	32616	32658	346158	378774	2.98009237994035e-48	47.5257702730122	2.99990306052875e-49	217.612791789541	Modern	0.113096	< 0.25	< 0.25
0.024113	0.024113	NODE_1114_length_37276_cov_13.553299:32622	NODE_1114_length_37276_cov_13.553299	32622	32658	346158	378780	2.71824236899091e-08	7.56571182250326	1.16809560490825e-08	32.5392482706506	Historical	0	< 0.25	= 0.00
0.024113	0.024113	NODE_1114_length_37276_cov_13.553299:32622	NODE_1114_length_37276_cov_13.553299	32622	32658	346158	378780	2.71824236899091e-08	7.56571182250326	1.16809560490825e-08	32.5392482706506	Modern	0.024113	< 0.25	< 0.25
0.011636	0.011636	NODE_1114_length_37276_cov_13.553299:32628	NODE_1114_length_37276_cov_13.553299	32628	32658	346158	378786	0.00191502510590474	2.71782552807425	0.00125940634932482	10.4010946257864	Historical	0	< 0.25	= 0.00
0.011636	0.011636	NODE_1114_length_37276_cov_13.553299:32628	NODE_1114_length_37276_cov_13.553299	32628	32658	346158	378786	0.00191502510590474	2.71782552807425	0.00125940634932482	10.4010946257864	Modern	0.011636	< 0.25	< 0.25
0.024247	0.024247	NODE_1114_length_37276_cov_13.553299:32633	NODE_1114_length_37276_cov_13.553299	32633	32658	346158	378791	1.4522651410577e-07	6.83795408695121	6.64069957663137e-08	29.1668123111187	Historical	0	< 0.25	= 0.00
0.024247	0.024247	NODE_1114_length_37276_cov_13.553299:32633	NODE_1114_length_37276_cov_13.553299	32633	32658	346158	378791	1.4522651410577e-07	6.83795408695121	6.64069957663137e-08	29.1668123111187	Modern	0.024247	< 0.25	< 0.25
0.120489	0.120489	NODE_1114_length_37276_cov_13.553299:32636	NODE_1114_length_37276_cov_13.553299	32636	32658	346158	378794	4.92038739805703e-49	48.3080007024735	4.83627821176545e-50	221.24641881952	Historical	0	< 0.25	= 0.00
0.120489	0.120489	NODE_1114_length_37276_cov_13.553299:32636	NODE_1114_length_37276_cov_13.553299	32636	32658	346158	378794	4.92038739805703e-49	48.3080007024735	4.83627821176545e-50	221.24641881952	Modern	0.120489	< 0.25	< 0.25
0.012843	0.012843	NODE_1114_length_37276_cov_13.553299:32637	NODE_1114_length_37276_cov_13.553299	32637	32658	346158	378795	0.00160701982867285	2.79397876453717	0.00104769146475205	10.741327577019	Historical	0	< 0.25	= 0.00
0.012843	0.012843	NODE_1114_length_37276_cov_13.553299:32637	NODE_1114_length_37276_cov_13.553299	32637	32658	346158	378795	0.00160701982867285	2.79397876453717	0.00104769146475205	10.741327577019	Modern	0.012843	< 0.25	< 0.25
1e-06	1e-06	NODE_1114_length_37276_cov_13.553299:32639	NODE_1114_length_37276_cov_13.553299	32639	32658	346158	378797	0.999165688808028	0.000362487981788934	0.986748089891755	0.00027587781410568	Historical	0	< 0.25	= 0.00
1e-06	1e-06	NODE_1114_length_37276_cov_13.553299:32639	NODE_1114_length_37276_cov_13.553299	32639	32658	346158	378797	0.999165688808028	0.000362487981788934	0.986748089891755	0.00027587781410568	Modern	1e-06	< 0.25	< 0.25
0.128128	0.128128	NODE_1114_length_37276_cov_13.553299:32653	NODE_1114_length_37276_cov_13.553299	32653	32658	346158	378811	5.52234509477429e-38	37.2578764575169	7.13237353171228e-39	170.072947344024	Historical	0	< 0.25	= 0.00
0.128128	0.128128	NODE_1114_length_37276_cov_13.553299:32653	NODE_1114_length_37276_cov_13.553299	32653	32658	346158	378811	5.52234509477429e-38	37.2578764575169	7.13237353171228e-39	170.072947344024	Modern	0.128128	< 0.25	< 0.25
0.013756	0.013756	NODE_1114_length_37276_cov_13.553299:32657	NODE_1114_length_37276_cov_13.553299	32657	32658	346158	378815	0.00975900784678882	2.01059433280126	0.00727986767678311	7.20258421402359	Historical	0	< 0.25	= 0.00
0.013756	0.013756	NODE_1114_length_37276_cov_13.553299:32657	NODE_1114_length_37276_cov_13.553299	32657	32658	346158	378815	0.00975900784678882	2.01059433280126	0.00727986767678311	7.20258421402359	Modern	0.013756	< 0.25	< 0.25
0	0	NODE_1114_length_37276_cov_13.553299:32658	NODE_1114_length_37276_cov_13.553299	32658	32658	346158	378816	0.999165688808028	0.000362487981788934	0.981880373535154	0.000515813883279043	Historical	0	< 0.25	= 0.00
0	0	NODE_1114_length_37276_cov_13.553299:32658	NODE_1114_length_37276_cov_13.553299	32658	32658	346158	378816	0.999165688808028	0.000362487981788934	0.981880373535154	0.000515813883279043	Modern	0	< 0.25	= 0.00
0.026694	0.026694	NODE_1136_length_37078_cov_12.825793:676	NODE_1136_length_37078_cov_12.825793	676	1247	384620	385296	1.59207090082592e-05	4.79803759542259	8.60292822953416e-06	19.7989642417434	Historical	0	< 0.25	= 0.00
0.026694	0.026694	NODE_1136_length_37078_cov_12.825793:676	NODE_1136_length_37078_cov_12.825793	676	1247	384620	385296	1.59207090082592e-05	4.79803759542259	8.60292822953416e-06	19.7989642417434	Modern	0.026694	< 0.25	< 0.25
0.014476	0.014476	NODE_1136_length_37078_cov_12.825793:681	NODE_1136_length_37078_cov_12.825793	681	1247	384620	385301	0.00424320972468905	2.37230550228377	0.00293357709361219	8.84832671245054	Historical	0	< 0.25	= 0.00
0.014476	0.014476	NODE_1136_length_37078_cov_12.825793:681	NODE_1136_length_37078_cov_12.825793	681	1247	384620	385301	0.00424320972468905	2.37230550228377	0.00293357709361219	8.84832671245054	Modern	0.014476	< 0.25	< 0.25
0.073616	0.073616	NODE_1136_length_37078_cov_12.825793:691	NODE_1136_length_37078_cov_12.825793	691	1247	384620	385311	6.98257961526486e-17	16.1559841037798	1.81029841877237e-17	72.3411827070762	Historical	0	< 0.25	= 0.00
0.073616	0.073616	NODE_1136_length_37078_cov_12.825793:691	NODE_1136_length_37078_cov_12.825793	691	1247	384620	385311	6.98257961526486e-17	16.1559841037798	1.81029841877237e-17	72.3411827070762	Modern	0.073616	< 0.25	< 0.25
